,ACRES,ACTIVE,CAUSE,CDATE,DPRIORITY,ECOSTS,EDAMAGE,ENAME,EVENT_ID,F_CONTAIN,GPRIORITY,ITYPE,LATDEG,LATMIN,LOCATE,LONGDEG,LONGMIN,NARRATIVE,NEWACRES,PERSONNEL,REPDATE,STARTDATE,TEAMNAME,TEAMTYPE,UN_UNITID,UN_USTATE,SEQ_NUM,CY,HOUR,START_YEAR,FIRE_EVENT_ID,POO_LATITUDE,POO_LONGITUDE,AREA_MEASUREMENT,IMT_MGMT_ORG_DESC,INCTYP_IDENTIFIER,POO_STATE_NAME,INCIDENT_ID,COMPLEX_NAME,INCIDENT_NAME_CORRECTED,INCIDENT_NUMBER_CORRECTED,DISCOVERY_DATE_CORRECTED
215,1500.0,N,H,4/29/99,,,,JUNEBERRY,MN-MNS-,100.0,,WF,0.0,0.0,Roseau,0.0,0.0,wildfire,0,4.0,1999-04-29,1999-04-28,,,MNS,MN,1,1999,0.0,1999.0,MN-MNS-|1999|1,0.0,-0.0,Acres,,9851,MINNESOTA,,,,,
14539,4017.0,N,H,11/03/01,1,,,REDBIRD FALL FIRES,KY-DBF-02042,35.0,,WF,37.0,9.0,"9 MI. EAST OF MANCHESTER, KY",83.0,29.0,"this incident includes a total of 30 fires.  at this time, 21 fires remain uncontrolled.  a total of 6 new fires on this incident today (10/29) for 172 acres.  conditions remain dry and additional arson fires are likely as this evening.  mop-up is expected to continue.  fuels involved include hardwood litter.  cooperating agencies include:  bureau of indian affairs, national park service, burea of prisons, redbird mission, & wi dnr.  structure protection continued today on numerous fires today.",0,262.0,2001-10-30,2001-10-24,HOWARD HANN,3,DBF,KY,1,2001,0.0,2001.0,KY-DBF-02042|2001|1,37.15,-83.48333333333333,Acres,Type 3 Team,9851,KENTUCKY,,,,,
14549,4278.0,N,H,11/03/01,1,,,REDBIRD FALL FIRES,KY-DBF-02042,40.0,,WF,37.0,9.0,"9 MI. EAST OF MANCHESTER, KY",83.0,29.0,"** the blue team (kearney) has been ordered for this incident to report on 11/1 @ 1800.  ** this incident includes a total of 32 fires.  at this time, 23 fires remain uncontrolled.  a total of 2 new fires on this incident today (10/31) for 90 acres.  conditions remain dry and additional arson fires are likely as this evening.  mop-up is expected to continue.  fuels involved include hardwood litter.  cooperating agencies include:  bureau of indian affairs, national park service, burea of prisons, redbird mission, & wi dnr.  structure protection continued today on numerous fires today.  1 injury was reported this afternoon on the poplar log fire.  helicopter  973 flew 3.8 hours today on the poplar log & indian grave fires, dropped 3,000 gallons.  t-64, t-26, l-77 & b2 assisted on these fires today alos with structure proptection.  along with air attach 901q.",0,270.0,2001-10-31,2001-10-24,HOWARD HANN,3,DBF,KY,1,2001,0.0,2001.0,KY-DBF-02042|2001|1,37.15,-83.48333333333333,Acres,Type 3 Team,9851,KENTUCKY,,,,,
14561,4351.0,N,H,11/03/01,1,,,REDBIRD FALL FIRES,KY-DBF-02042,50.0,,WF,37.0,9.0,"9 MI. EAST OF MANCHESTER, KY",83.0,29.0,"** the blue team (kearney) arrived on this incident this afternoon.   ** this incident includes a total of 33 fires.  at this time, 10 fires remain uncontrolled.  a total of 1 new fire on this incident today (11/1) for 75 acres.  conditions remain dry and arson fires are likely to continue.  mop-up continues of some of the large fires.  fuels involved include hardwood litter.  cooperating agencies include:  bureau of indian affairs, national park service, burea of prisons, redbird mission, & wi dnr.  structure protection continued on fires today.  helicopter  973 & 6bl assisted with structure protection along with t-64 and t-26.  b2 & air attack 01q also assisted with the new fire today.",0,306.0,2001-11-01,2001-10-24,HOWARD HANN,3,DBF,KY,1,2001,0.0,2001.0,KY-DBF-02042|2001|1,37.15,-83.48333333333333,Acres,Type 3 Team,9851,KENTUCKY,,,,,
14574,8000.0,N,H,,1,,,REDBIRD FALL FIRES,KY-DBF-02042,15.0,,WF,37.0,9.0,"9 MI. EAST OF MANCHESTER, KY",83.0,29.0,"a total of 20 new fire on this incident today (11/2) including both federal and private lands.  this incident is being managed under undified command with the kentucky division of forestry.  t-64 & l-51 made one drop on the ulysees fire.  a frontal passage moved across the state today, however& mop-up is expected to continue on existing and new fires.  arson starts are expected to continue. structure protection continued on fires today.",0,474.0,2001-11-02,2001-10-24,LEWIS KEARNEY,2,DBF,KY,1,2001,0.0,2001.0,KY-DBF-02042|2001|1,37.15,-83.48333333333333,Acres,Type 2 Team,9851,KENTUCKY,,,,,
14595,8000.0,N,H,,1,,,REDBIRD FALL FIRES,KY-DBF-02042,25.0,,WF,37.0,9.0,"9 MI. EAST OF MANCHESTER, KY",83.0,29.0,"spent much of shift in ascertaining exact location, recon and initial attack on yesterday fires.  crews continued to work on assigned fires.  fires vary in size from less than an to over 2,000 acres.  resources threatened include timber resources, wildlife habitat (t&e).  a general rainfall fell last night (0.20 inches).  some active burning in the pm.  actions planned for the next operational period include patrol and protection of structures.  investigate, identify and confirm location of reported new fires.  conditions are expected to remain dry.",0,569.0,2001-11-03,2001-10-24,LEWIS KEARNEY,2,DBF,KY,1,2001,0.0,2001.0,KY-DBF-02042|2001|1,37.15,-83.48333333333333,Acres,Type 2 Team,9851,KENTUCKY,,,,,
14602,8000.0,N,H,,1,,,REDBIRD FALL FIRES,KY-DBF-02042,25.0,,WF,37.0,9.0,"9 MI. EAST OF MANCHESTER, KY",83.0,29.0,"only one new start today on private lands.  continue to map fires and obtain correct sizes.  crews continued to work on assigned fires (structure protection, hold, patrol and mop-up).  fires vary in size from less than an acre to over 2,000 acres.",0,569.0,2001-11-04,2001-10-24,LEWIS KEARNEY,2,DBF,KY,1,2001,0.0,2001.0,KY-DBF-02042|2001|1,37.15,-83.48333333333333,Acres,Type 2 Team,9851,KENTUCKY,,,,,
14612,10000.0,N,H,,1,,,REDBIRD FALL FIRES,KY-DBF-02042,75.0,,WF,37.0,9.0,"9 MI. EAST OF MANCHESTER, KY",83.0,29.0,"redflag warning issued today for the eastern part of the state.had 2 new starts today as a result of arson that were quickly suppressed.  continue to map fires and obtain correct sizes.  crews continued to work on assigned fires (structure protection, hold, patrol and mop-up).  fires vary in size from less than an acre to over 2,000 acres.  the next chance for rain will be very slight for thursday night.",0,569.0,2001-11-05,2001-10-24,LEWIS KEARNEY,2,DBF,KY,1,2001,0.0,2001.0,KY-DBF-02042|2001|1,37.15,-83.48333333333333,Acres,Type 2 Team,9851,KENTUCKY,,,,,
14625,15538.0,N,H,,1,,,REDBIRD FALL FIRES,KY-DBF-02042,75.0,,WF,37.0,9.0,"9 MI. EAST OF MANCHESTER, KY",83.0,29.0,"wednesday weather will not improve as dry air continues and temperatures climb near 70 degrees. fires continue to be managed under the joint command of the u.s. forest service and the kentucky division of forestry. worked two new starts today. continued to work on cool springs fire (300 acres as of 1300 hours 11-06). continued in efforts to ascertain exact location of reported fires. recon. and suppression work continued on fires. crews continued to work on assigned fires (structure protection, hold, patrol and mop-up). fireline rehabilitation will begin soon. fires vary in size from less than an acre to over 3,000 acres. there are 35 fires being suppressed with a total acreage of 15,538.",0,663.0,2001-11-06,2001-10-24,LEWIS KEARNEY,2,DBF,KY,1,2001,0.0,2001.0,KY-DBF-02042|2001|1,37.15,-83.48333333333333,Acres,Type 2 Team,9851,KENTUCKY,,,,,
14638,15763.0,N,H,,1,,,REDBIRD FALL FIRES,KY-DBF-02042,75.0,,WF,37.0,9.0,"9 MI. EAST OF MANCHESTER, KY",83.0,29.0,"thursday's weather will continue to be dry with10 new starts today. fires continue to be managed under the joint command of the u.s. forest service and the kentucky division of forestry. recon. and suppression work continued on fires. crews continued to work on assigned fires (structure protection, hold, patrol and mop-up). fireline rehabilitation will begin soon. fires vary in size from less than an acre to over 3,000 acres. there are 45 fires being suppressed with a total acreage of 15,763.",0,672.0,2001-11-07,2001-10-24,LEWIS KEARNEY,2,DBF,KY,1,2001,0.0,2001.0,KY-DBF-02042|2001|1,37.15,-83.48333333333333,Acres,Type 2 Team,9851,KENTUCKY,,,,,
14648,15763.0,N,H,,1,,,REDBIRD FALL FIRES,KY-DBF-02042,75.0,,WF,37.0,9.0,"9 MI. EAST OF MANCHESTER, KY",83.0,29.0,"continued burning at night on ridges and upper slopes. daytime flame lengths 4-8 feet (head fires). five new starts today (wolf creek 2, grassy, essau, loop, un-named new start in div. l near old mine area). successful initial attack has kept most of these new fires less than one acre in size. actions planned for next operational period include suppression action on 15 new starts.",0,671.0,2001-11-08,2001-10-24,LEWIS KEARNEY,2,DBF,KY,1,2001,0.0,2001.0,KY-DBF-02042|2001|1,37.15,-83.48333333333333,Acres,Type 2 Team,9851,KENTUCKY,,,,,
14656,15894.0,N,H,,1,,,REDBIRD FALL FIRES,KY-DBF-02042,75.0,,WF,37.0,9.0,"9 MI. EAST OF MANCHESTER, KY",83.0,29.0,"five new fire starts today: ""0 for 3 (div. d in owsley co. near essau fire) plus gregory branch- 3 ac. in clay co., mine 2- 1 ac. in leslie co., yeaddiss- 125 ac. in leslie co., lily grove- 1 ac. in clay co., and mine 1- <1 ac (last night after 11-08 ics-209 submission) in clay co. total for today as of 1630 = 131 acres. all fires were non-forest service fires. continued burning throughout day on ridges and upper slopes (flanking and backing)... daytime flame lengths 4-5 feet. actions planned for next operational period include initial attack, patrol and mop-up of contained fires, reconnaissance of reported fires.",0,674.0,2001-11-09,2001-10-24,LEWIS KEARNEY,2,DBF,KY,1,2001,0.0,2001.0,KY-DBF-02042|2001|1,37.15,-83.48333333333333,Acres,Type 2 Team,9851,KENTUCKY,,,,,
14667,15894.0,N,H,,1,,,REDBIRD FALL FIRES,KY-DBF-02042,75.0,,WF,37.0,9.0,"9 MI. EAST OF MANCHESTER, KY",83.0,29.0,"another busy day in initial attack with six new starts as of 1700 hours, involving over 250 acres. some re-burning occurring in leaf fall on older fires. continued burning throughout day on ridges and upper slopes. actions planned for next operational period include initial attack, patrol and mop-up of contained fires, reconnaissance of reported new fires.",0,440.0,2001-11-10,2001-10-24,LEWIS KEARNEY,2,DBF,KY,1,2001,0.0,2001.0,KY-DBF-02042|2001|1,37.15,-83.48333333333333,Acres,Type 2 Team,9851,KENTUCKY,,,,,
14680,15897.0,N,H,,1,,,REDBIRD FALL FIRES,KY-DBF-02042,75.0,,WF,37.0,9.0,"9 MI. EAST OF MANCHESTER, KY",83.0,29.0,one new start last night (11/10 @ 2230)- arnett's fork - 2 acres on federal land (clay county).  1 new start today on state land.  some re-burning occurring in leaf fall on older fires.  infrared flight this am located 12 hot spots all inside burn areas.,0,514.0,2001-11-11,2001-10-24,LEWIS KEARNEY,2,DBF,KY,1,2001,0.0,2001.0,KY-DBF-02042|2001|1,37.15,-83.48333333333333,Acres,Type 2 Team,9851,KENTUCKY,,,,,
14716,15656.0,N,H,,1,,,REDBIRD FALL FIRES,KY-DBF-02042,90.0,,WF,37.0,9.0,"9 MI. EAST OF MANCHESTER, KY",83.0,29.0,"2.4 acres. loaned crews and equipment to other complexes throughout the day. actions planned for next operational period include initial attack, patrol and mop-up of contained fires, reconnaissance of reported fires. completed much of the needed rehabilitation of dozer lines and steep sections of handlines today. approximately 50% - 75% of rehab is complete.",0,514.0,2001-11-13,2001-10-24,LEWIS KEARNEY,2,DBF,KY,1,2001,0.0,2001.0,KY-DBF-02042|2001|1,37.15,-83.48333333333333,Acres,Type 2 Team,9851,KENTUCKY,,,,,
14734,15656.0,N,H,,1,5014086.0,,REDBIRD FALL FIRES,KY-DBF-02042,90.0,,WF,37.0,9.0,"9 MI. EAST OF MANCHESTER, KY",83.0,29.0,,0,516.0,2001-11-14,2001-10-24,LEWIS KEARNEY,2,DBF,KY,1,2001,0.0,2001.0,KY-DBF-02042|2001|1,37.15,-83.48333333333333,Acres,Type 2 Team,9851,KENTUCKY,,,,,
14760,15718.0,N,H,,1,5442362.0,,REDBIRD FALL FIRES,KY-DBF-02042,90.0,,WF,37.0,9.0,"9 MI. EAST OF MANCHESTER, KY",83.0,29.0,two fires today that were both on non-federal land for a total of 62 acres.,0,473.0,2001-11-15,2001-10-24,VAN BATEMAN,1,DBF,KY,1,2001,0.0,2001.0,KY-DBF-02042|2001|1,37.15,-83.48333333333333,Acres,Type 1 Team,9851,KENTUCKY,,,,,
14790,15738.0,N,H,,1,5814075.0,,REDBIRD FALL FIRES,KY-DBF-02042,90.0,,WF,37.0,9.0,"9 MI. EAST OF MANCHESTER, KY",83.0,29.0,one fire today that was on non-federal land for 20 acres.,0,576.0,2001-11-16,2001-10-24,VAN BATEMAN,1,DBF,KY,1,2001,0.0,2001.0,KY-DBF-02042|2001|1,37.15,-83.48333333333333,Acres,Type 1 Team,9851,KENTUCKY,,,,,
14807,1238.0,N,H,11/17/2001,,795000.0,,CHATAHOOCHEE FIRE SUPPORT,GA-CHF-01116,100.0,,WF,0.0,0.0,"Brasstown & Toccoa RD's, Chatahoochee NF",0.0,0.0,"ca incident management team 2 is assigned fire support on the chatahoochee-oconee national forests, in addition to continued support of the glass mine fire (915 acres-rehab status), cooper gap fire (88 acres-patrol status), picklesimer fire (200 acres-mop-up status) and the ballew lake fire (35 acres-mop-up status).  the incident provided resources to support suppression of four fires: glass mine, cooper gap, picklesimer and ballew lake.  the incident also sent air resources to the rough ridge fire (a new start), now estimated to be 5-10 acres.",0,192.0,2001-11-17,2001-11-16,Don Studebaker,1,CHF,GA,1,2001,0.0,2001.0,GA-CHF-01116|2001|1,0.0,-0.0,Acres,Type 1 Team,9851,GEORGIA,,,,,
14808,15738.0,N,H,,1,6110987.0,,REDBIRD FALL FIRES,KY-DBF-02042,90.0,,WF,37.0,9.0,"9 MI. EAST OF MANCHESTER, KY",83.0,29.0,there were,0,592.0,2001-11-17,2001-10-24,VAN BATEMAN,1,DBF,KY,1,2001,0.0,2001.0,KY-DBF-02042|2001|1,37.15,-83.48333333333333,Acres,Type 1 Team,9851,KENTUCKY,,,,,
14824,1238.0,N,H,11/17/2001,,883000.0,,CHATAHOOCHEE FIRE SUPPORT,GA-CHF-01116,100.0,,WF,0.0,0.0,"Brasstown & Toccoa RD's, Chatahoochee NF",0.0,0.0,"ca incident management team 2 is assigned fire support on the chatahoochee-oconee national forests, in addition to continued support of the glass mine fire (915 acres-rehab status), cooper gap fire (88 acres-patrol status), picklesimer fire (200 acres-mop-up status) and the ballew lake fire (35 acres-mop-up status).:  glass mine-8 miles north of dahlonega, ga on highway 60;cooper gap-11 miles northwest of dahlonega, ga;picklesimer-10 miles east of morganton, ga;ballew lake-11 miles east of morganton, ga.  the incident continues to provide resources to support four fires: glass mine, cooper gap, picklesimer and ballew lake.",0,191.0,2001-11-18,2001-11-16,Don Studebaker,1,CHF,GA,1,2001,0.0,2001.0,GA-CHF-01116|2001|1,0.0,-0.0,Acres,Type 1 Team,9851,GEORGIA,,,,,
14825,15739.0,N,H,,2,6290899.0,,REDBIRD FALL FIRES,KY-DBF-02042,90.0,,WF,0.0,0.0,Proc. boundary (Priv/Fed) Redbird RD,0.0,0.0,"continued needed rehab of dozer lines and steep sections of handlines.  also continued to support bald rock camp (crews based there are being utilized by forest for initial attack activity outside of the redbird proclamation boundary.**counties included:  clay, leslie, perry, owsley, breathitt.**  there were 3 fires today for a total of 1 acre, all on non-federal land.",0,603.0,2001-11-18,2001-10-28,Van Bateman,1,DBF,KY,1,2001,0.0,2001.0,KY-DBF-02042|2001|1,0.0,-0.0,Acres,Type 1 Team,9851,KENTUCKY,,,,,
14839,1238.0,N,H,11/17/2001,,1029000.0,,CHATAHOOCHEE FIRE SUPPORT,GA-CHF-01116,100.0,,WF,0.0,0.0,"Brasstown & Toccoa RD's, Chatahoochee NF",0.0,0.0,"ca incident management team 2 is assigned fire support on the chatahoochee-oconee national forests, in addition to continued support of the glass mine fire (915 acres-rehab status), cooper gap fire (88 acres-patrol status), picklesimer fire (200 acres-mop-up status) and the ballew lake fire (35 acres-mop-up status).:  glass mine-8 miles north of dahlonega, ga on highway 60;cooper gap-11 miles northwest of dahlonega, ga;picklesimer-10 miles east of morganton, ga;ballew lake-11 miles east of morganton, ga.  the incident is completing rehab on the four fires: glass mine, cooper gap, picklesimer and ballew lake.",0,190.0,2001-11-19,2001-11-16,Don Studebaker,1,CHF,GA,1,2001,0.0,2001.0,GA-CHF-01116|2001|1,0.0,-0.0,Acres,Type 1 Team,9851,GEORGIA,,,,,
14840,15774.0,N,H,,2,6609458.0,,REDBIRD FALL FIRES,KY-DBF-02042,90.0,,WF,0.0,0.0,Proc. boundary (Priv/Fed) Redbird RD,0.0,0.0,there were three new fires today for a total of 35 additional acres. red flag warning issued for today. ten crews were demobilized. continued needed rehab of dozer lines and steep sections of handlines. also continued to support the bald rock camp (crews based there are being utilized by forest for ia activities outside the red bird proclamation boundary).,0,376.0,2001-11-19,2001-10-28,Van Bateman,1,DBF,KY,1,2001,0.0,2001.0,KY-DBF-02042|2001|1,0.0,-0.0,Acres,Type 1 Team,9851,KENTUCKY,,,,,
14861,1238.0,N,H,11/17/2001,,1097000.0,,CHATAHOOCHEE FIRE SUPPORT,GA-CHF-01116,100.0,,WF,0.0,0.0,"Brasstown & Toccoa RD's, Chatahoochee NF",0.0,0.0,"ca incident management team 2 is assigned fire support on the chatahoochee-oconee national forests, in addition to continued support of the glass mine fire (915 patrol status), cooper gap fire (88 acres-patrol status), picklesimer fire (147 acres-mop-up and rehab status) and the ballew lake fire (35 acres-patrol status).:  glass mine-8 miles north of dahlonega, ga on highway 60;cooper gap-11 miles northwest of dahlonega, ga;picklesimer-10 miles east of morganton, ga;ballew lake-11 miles east of morganton, ga.  the incident is completing mop-up and rehab on the picklesimer fire. the  glass mine, cooper gap, and ballew lake fires are currently in patrol status.",0,148.0,2001-11-20,2001-11-16,Don Studebaker,1,CHF,GA,1,2001,0.0,2001.0,GA-CHF-01116|2001|1,0.0,-0.0,Acres,Type 1 Team,9851,GEORGIA,,,,,
14862,15774.0,N,H,,1,6609458.0,,REDBIRD FALL FIRES,KY-DBF-02042,90.0,,WF,0.0,0.0,Proc. boundary (Priv/Fed) Redbird RD,0.0,0.0,there were three new fires today for a total of 35 additional acres. red flag warning issued for today. ten crews were demobilized. continued needed rehab of dozer lines and steep sections of handlines. also continued to support the bald rock camp (crews based there are being utilized by forest for ia activities outside the red bird proclamation boundary).,0,376.0,2001-11-20,2001-10-28,Van Bateman,1,DBF,KY,1,2001,0.0,2001.0,KY-DBF-02042|2001|1,0.0,-0.0,Acres,Type 1 Team,9851,KENTUCKY,,,,,
14882,1238.0,N,H,11/17/2001,,1154256.0,,CHATAHOOCHEE FIRE SUPPORT,GA-CHF-01116,100.0,,WF,0.0,0.0,"Brasstown & Toccoa RD's, Chatahoochee NF",0.0,0.0,"ca incident management team 2 is assigned fire support on the chatahoochee-oconee national forests, in addition to continued support of the glass mine fire (915 patrol status), cooper gap fire (88 acres-patrol status), picklesimer fire (147 patrol status) and the ballew lake fire (35 acres-patrol status).:  glass mine-8 miles north of dahlonega, ga on highway 60;cooper gap-11 miles northwest of dahlonega, ga;picklesimer-10 miles east of morganton, ga;ballew lake-11 miles east of morganton, ga.  the incident has completed mop-up and rehab on the picklesimer fire. the  glass mine, cooper gap, and ballew lake fires are currently in patrol status.",0,108.0,2001-11-21,2001-11-16,Don Studebaker,1,CHF,GA,1,2001,0.0,2001.0,GA-CHF-01116|2001|1,0.0,-0.0,Acres,Type 1 Team,9851,GEORGIA,,,,,
14883,15782.0,N,H,,1,7104961.0,,REDBIRD FALL FIRES,KY-DBF-02042,90.0,7.0,WF,0.0,0.0,Proc. boundary (Priv/Fed) Redbird RD,0.0,0.0,"rehabilitation of hand-lines and dozer-lines on steep slopes is ongoing.  incident management team (imt) will continue to support baldrock camp (crews and personnel assigned there are being utilized by the forest for initial attack (ia) suppression activity outside the redbird proclamation boundary).**counties included:  clay, leslie, perry, owsley, breathitt.**  there were",0,286.0,2001-11-21,2001-10-28,Van Bateman,1,DBF,KY,1,2001,0.0,2001.0,KY-DBF-02042|2001|1,0.0,-0.0,Acres,Type 1 Team,9851,KENTUCKY,,,,,
14901,1238.0,N,H,11/17/2001,,1186000.0,,CHATAHOOCHEE FIRE SUPPORT,GA-CHF-01116,100.0,,WF,0.0,0.0,"Brasstown & Toccoa RD's, Chatahoochee NF",0.0,0.0,"total fire costs reflect cost for all fires, including the glass mine fire.  remainng 3 crews to be released at 0900 on 11/23/2001.    all fires are currently unstaffed.",0,104.0,2001-11-22,2001-11-16,Don Studebaker,1,CHF,GA,1,2001,0.0,2001.0,GA-CHF-01116|2001|1,0.0,-0.0,Acres,Type 1 Team,9851,GEORGIA,,,,,
